,customerBillingAddress,customerDevice,customerEmail,customerIPAddress,customerPhone,fraudulent,orderAmount,orderId,orderShippingAddress,orderState,transactionId,paymentMethodId,transactionAmount,transactionFailed,paymentMethodRegistrationFailure,paymentMethodType,paymentMethodProvider,paymentMethodIssuer
164,"4264 Traci Mountains Suite 245
East Trevor, NC 37274-0975",s7dtery2p2f00b7qnwvv,briana34@gmail.com,f793:509a:b82a:f556:b199:c649:8ab3:3f0a,952-580-9304x38838,False,18,o2xkjm,"2282 Diaz Trafficway
West Alan, PW 51681",fulfilled,0xj8t0jz,qkhsgv41q,18,False,False,paypal,Maestro,Vertex Bancorp
165,"4264 Traci Mountains Suite 245
East Trevor, NC 37274-0975",s7dtery2p2f00b7qnwvv,briana34@gmail.com,f793:509a:b82a:f556:b199:c649:8ab3:3f0a,952-580-9304x38838,False,41,8id3sg,"4264 Traci Mountains Suite 245
East Trevor, NC 37274-0975",pending,4bce098o,qkhsgv41q,41,True,False,paypal,Maestro,Vertex Bancorp
166,"4264 Traci Mountains Suite 245
East Trevor, NC 37274-0975",s7dtery2p2f00b7qnwvv,briana34@gmail.com,f793:509a:b82a:f556:b199:c649:8ab3:3f0a,952-580-9304x38838,False,41,8id3sg,"4264 Traci Mountains Suite 245
East Trevor, NC 37274-0975",pending,zrro6kto,qkhsgv41q,41,False,False,paypal,Maestro,Vertex Bancorp
167,"4264 Traci Mountains Suite 245
East Trevor, NC 37274-0975",s7dtery2p2f00b7qnwvv,briana34@gmail.com,f793:509a:b82a:f556:b199:c649:8ab3:3f0a,952-580-9304x38838,False,39,tex5rp,"4264 Traci Mountains Suite 245
East Trevor, NC 37274-0975",fulfilled,z292pjgq,h2awlopgd,39,False,False,apple pay,JCB 16 digit,Bulwark Trust Corp.
168,"4264 Traci Mountains Suite 245
East Trevor, NC 37274-0975",s7dtery2p2f00b7qnwvv,briana34@gmail.com,f793:509a:b82a:f556:b199:c649:8ab3:3f0a,952-580-9304x38838,False,29,z11a6h,"4264 Traci Mountains Suite 245
East Trevor, NC 37274-0975",fulfilled,7o924iwu,h2awlopgd,29,False,False,apple pay,JCB 16 digit,Bulwark Trust Corp.
169,"33328 Mendez Shore Apt. 328
North Miguelville, MT 05102-0874",szchbklzmzi87sa0oyz0,jonesandrea@gray.biz,120.215.98.17,+49(5)7226212913,False,45,sqfq9g,"33328 Mendez Shore Apt. 328
North Miguelville, MT 05102-0874",fulfilled,jjnhdzhb,gxjchyxfz,45,False,False,paypal,JCB 16 digit,Citizens First Banks
170,"33328 Mendez Shore Apt. 328
North Miguelville, MT 05102-0874",szchbklzmzi87sa0oyz0,jonesandrea@gray.biz,120.215.98.17,+49(5)7226212913,False,22,lco8r4,"214 Rachel Branch
East Gabriela, NJ 89474-5585",fulfilled,cmlxddnq,gxjchyxfz,22,False,False,paypal,JCB 16 digit,Citizens First Banks
171,"33328 Mendez Shore Apt. 328
North Miguelville, MT 05102-0874",szchbklzmzi87sa0oyz0,jonesandrea@gray.biz,120.215.98.17,+49(5)7226212913,False,29,d1mfum,"369 Moreno Lock
Raytown, MS 71921-2845",fulfilled,kyzfj2ta,gxjchyxfz,29,False,False,paypal,JCB 16 digit,Citizens First Banks
172,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",1a88bvu79nax6873na08,kristina41@gmail.com,35.23.150.176,1-836-334-7673,True,51,d6sbjc,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",fulfilled,o022s00u,bkopk7uzs,51,True,False,card,VISA 16 digit,Rose Bancshares
173,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",1a88bvu79nax6873na08,kristina41@gmail.com,35.23.150.176,1-836-334-7673,True,51,d6sbjc,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",fulfilled,w7ludkyz,bkopk7uzs,51,False,False,card,VISA 16 digit,Rose Bancshares
174,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",1a88bvu79nax6873na08,kristina41@gmail.com,35.23.150.176,1-836-334-7673,True,36,izroq8,"298 Stephanie Passage
Ortizhaven, WY 41473",fulfilled,ohw0eoga,bwj2e7i76,36,False,False,card,Mastercard,Vertex Bancorp
175,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",1a88bvu79nax6873na08,kristina41@gmail.com,35.23.150.176,1-836-334-7673,True,60,9spaf7,"USCGC Smith
FPO AE 33964-3887",fulfilled,uusnh2tp,bwj2e7i76,60,False,False,card,Mastercard,Vertex Bancorp
176,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",1a88bvu79nax6873na08,kristina41@gmail.com,35.23.150.176,1-836-334-7673,True,52,8f7mcp,"2079 Woods Unions
Brandibury, AR 18360-1093",fulfilled,0niv9sm2,bwj2e7i76,52,False,False,card,Mastercard,Vertex Bancorp
177,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",1a88bvu79nax6873na08,kristina41@gmail.com,35.23.150.176,1-836-334-7673,True,68,xwtnot,"USS Medina
FPO AA 42900",fulfilled,by1ob38p,bwj2e7i76,68,False,False,card,Mastercard,Vertex Bancorp
178,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",1a88bvu79nax6873na08,kristina41@gmail.com,35.23.150.176,1-836-334-7673,True,51,iaousp,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",fulfilled,h96uhgzk,cm5dp45zh,51,False,False,apple pay,JCB 16 digit,Citizens First Banks
179,"6790 Cassandra Loop
Davidton, ME 00036",9ytcxpehi6xw76g5qhhl,nolanalec@yahoo.com,b298:90c6:ce22:e0aa:5906:4ec3:d8c:a455,+00(2)1650962747,False,31,48pqsb,"6790 Cassandra Loop
Davidton, ME 00036",fulfilled,uzxl7bjx,k5n97dkql,31,False,False,card,JCB 15 digit,Citizens First Banks
180,"6790 Cassandra Loop
Davidton, ME 00036",9ytcxpehi6xw76g5qhhl,nolanalec@yahoo.com,b298:90c6:ce22:e0aa:5906:4ec3:d8c:a455,+00(2)1650962747,False,36,tprxxg,"6790 Cassandra Loop
Davidton, ME 00036",fulfilled,6vdayna1,7am579wop,36,False,False,card,Maestro,Solace Banks
181,"6790 Cassandra Loop
Davidton, ME 00036",9ytcxpehi6xw76g5qhhl,nolanalec@yahoo.com,b298:90c6:ce22:e0aa:5906:4ec3:d8c:a455,+00(2)1650962747,False,42,3j539y,"32795 Gregory Tunnel Apt. 420
Patrickton, OR 99089-6477",fulfilled,3rc2nhqf,7am579wop,42,False,False,card,Maestro,Solace Banks
182,"6790 Cassandra Loop
Davidton, ME 00036",9ytcxpehi6xw76g5qhhl,nolanalec@yahoo.com,b298:90c6:ce22:e0aa:5906:4ec3:d8c:a455,+00(2)1650962747,False,35,q4rqn8,"6790 Cassandra Loop
Davidton, ME 00036",fulfilled,83llpfdj,7am579wop,35,True,False,card,Maestro,Solace Banks
183,"6790 Cassandra Loop
Davidton, ME 00036",9ytcxpehi6xw76g5qhhl,nolanalec@yahoo.com,b298:90c6:ce22:e0aa:5906:4ec3:d8c:a455,+00(2)1650962747,False,35,q4rqn8,"6790 Cassandra Loop
Davidton, ME 00036",fulfilled,rhgbdlfu,7am579wop,35,False,False,card,Maestro,Solace Banks
184,"9811 Allison Harbors
Perryberg, SC 57620-9104",7318fn930cyfirv504xp,spencer77@reid.com,8.13.234.51,423.526.5373,False,17,phfc5z,"966 Jones Forks Suite 546
North Jesusshire, MI 55779-7683",fulfilled,obe4ky4l,kvc38kle1,17,True,False,card,JCB 16 digit,Vertex Bancorp
185,"9811 Allison Harbors
Perryberg, SC 57620-9104",7318fn930cyfirv504xp,spencer77@reid.com,8.13.234.51,423.526.5373,False,17,phfc5z,"966 Jones Forks Suite 546
North Jesusshire, MI 55779-7683",fulfilled,h0heqcju,kvc38kle1,17,True,False,card,JCB 16 digit,Vertex Bancorp
186,"9811 Allison Harbors
Perryberg, SC 57620-9104",7318fn930cyfirv504xp,spencer77@reid.com,8.13.234.51,423.526.5373,False,17,phfc5z,"966 Jones Forks Suite 546
North Jesusshire, MI 55779-7683",fulfilled,9udno8l3,bv4rt0waw,17,True,False,card,JCB 16 digit,Citizens First Banks
187,"9811 Allison Harbors
Perryberg, SC 57620-9104",7318fn930cyfirv504xp,spencer77@reid.com,8.13.234.51,423.526.5373,False,17,phfc5z,"966 Jones Forks Suite 546
North Jesusshire, MI 55779-7683",fulfilled,9pqd6ebh,bv4rt0waw,17,False,False,card,JCB 16 digit,Citizens First Banks
188,"9811 Allison Harbors
Perryberg, SC 57620-9104",7318fn930cyfirv504xp,spencer77@reid.com,8.13.234.51,423.526.5373,False,33,7g535w,"363 Michael Villages
Kristineburgh, NM 59002",failed,62dks9yz,bv4rt0waw,33,False,False,card,JCB 16 digit,Citizens First Banks
189,"9596 Christian Bridge
West Nicholasbury, OR 90106-9840",at92v1f1r3shwbeujiap,uguzman@yahoo.com,151.245.182.84,(017)893-9493,True,353,32rax6,"9596 Christian Bridge
West Nicholasbury, OR 90106-9840",fulfilled,ftiso5mr,73a2hlmnm,353,True,False,card,VISA 16 digit,Her Majesty Trust
190,"37549 Crawford Forest
Christopherside, KY 96656",7u2y3wsyj7ehzfao86md,ssmith@levine-harmon.biz,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,266-228-3021x90360,False,17,9ekv8b,"58408 Stacy Grove
Port Gregory, MD 11557-3871",fulfilled,3f97a9jm,was3bq380,17,False,False,card,Voyager,Fountain Financial Inc.
191,"37549 Crawford Forest
Christopherside, KY 96656",7u2y3wsyj7ehzfao86md,ssmith@levine-harmon.biz,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,266-228-3021x90360,False,24,l4l6tx,"37549 Crawford Forest
Christopherside, KY 96656",fulfilled,uriznwe8,was3bq380,24,False,False,card,Voyager,Fountain Financial Inc.
192,"37549 Crawford Forest
Christopherside, KY 96656",7u2y3wsyj7ehzfao86md,ssmith@levine-harmon.biz,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,266-228-3021x90360,False,36,y50p63,"37549 Crawford Forest
Christopherside, KY 96656",fulfilled,6qb7pwgb,was3bq380,36,True,False,card,Voyager,Fountain Financial Inc.
193,"37549 Crawford Forest
Christopherside, KY 96656",7u2y3wsyj7ehzfao86md,ssmith@levine-harmon.biz,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,266-228-3021x90360,False,24,l4l6tx,"37549 Crawford Forest
Christopherside, KY 96656",fulfilled,qblbbsr6,k5xriv8co,24,True,True,card,Maestro,His Majesty Bank Corp.
194,"37549 Crawford Forest
Christopherside, KY 96656",7u2y3wsyj7ehzfao86md,ssmith@levine-harmon.biz,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,266-228-3021x90360,False,35,y4a3bt,"37549 Crawford Forest
Christopherside, KY 96656",pending,wpumno5r,k5xriv8co,35,False,True,card,Maestro,His Majesty Bank Corp.
195,"37549 Crawford Forest
Christopherside, KY 96656",7u2y3wsyj7ehzfao86md,ssmith@levine-harmon.biz,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,266-228-3021x90360,False,32,xtmpum,"37549 Crawford Forest
Christopherside, KY 96656",fulfilled,th1lhv8t,k5xriv8co,32,False,True,card,Maestro,His Majesty Bank Corp.
196,"37549 Crawford Forest
Christopherside, KY 96656",7u2y3wsyj7ehzfao86md,ssmith@levine-harmon.biz,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,266-228-3021x90360,False,36,y50p63,"37549 Crawford Forest
Christopherside, KY 96656",fulfilled,cyob52xd,k5xriv8co,36,True,True,card,Maestro,His Majesty Bank Corp.
197,"37549 Crawford Forest
Christopherside, KY 96656",7u2y3wsyj7ehzfao86md,ssmith@levine-harmon.biz,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,266-228-3021x90360,False,36,y50p63,"37549 Crawford Forest
Christopherside, KY 96656",fulfilled,fu5bnafm,k5xriv8co,36,True,True,card,Maestro,His Majesty Bank Corp.
198,"49680 Brian Squares Apt. 122
Port Walterburgh, MH 02766-0708",z7xkuohhjbtiqs6q9rk9,feliciabrown@gmail.com,115.137.171.103,(226)129-2677,True,41,jp7kqk,"1089 Christopher Neck Suite 097
Scottmouth, GA 02587-6233",fulfilled,55tz7m12,0ma0yi3jg,41,False,False,card,JCB 16 digit,Her Majesty Trust
199,"938 Miranda Mountain
Alexandratown, AS 69640",ntl63nfd4sevm4xxvsyq,dianacook@gmail.com,710e:d9d9:1ef0:cdc:ed53:10d:2c7e:667e,764-447-7031,False,19,23cqz5,"226 Steven Course
New Jaime, VI 82101-3297",failed,xmzhdlhj,yu71nlc3z,19,True,False,card,JCB 16 digit,Vertex Bancorp
200,"938 Miranda Mountain
Alexandratown, AS 69640",ntl63nfd4sevm4xxvsyq,dianacook@gmail.com,710e:d9d9:1ef0:cdc:ed53:10d:2c7e:667e,764-447-7031,False,19,23cqz5,"226 Steven Course
New Jaime, VI 82101-3297",failed,mivfzxfz,yu71nlc3z,19,False,False,card,JCB 16 digit,Vertex Bancorp
201,"938 Miranda Mountain
Alexandratown, AS 69640",ntl63nfd4sevm4xxvsyq,dianacook@gmail.com,710e:d9d9:1ef0:cdc:ed53:10d:2c7e:667e,764-447-7031,False,20,gxeyl2,"938 Miranda Mountain
Alexandratown, AS 69640",fulfilled,6nfh2k77,yu71nlc3z,20,False,False,card,JCB 16 digit,Vertex Bancorp
202,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",8fapmchbpcdesx94tnmb,cookbenjamin@hotmail.com,82.3.174.184,(287)694-5221x45370,False,37,zllwa6,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",fulfilled,odva1tei,wejtuspvr,37,True,False,card,Mastercard,Grand Credit Corporation
203,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",8fapmchbpcdesx94tnmb,cookbenjamin@hotmail.com,82.3.174.184,(287)694-5221x45370,False,37,zllwa6,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",fulfilled,7p1c81gx,wejtuspvr,37,True,False,card,Mastercard,Grand Credit Corporation
204,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",8fapmchbpcdesx94tnmb,cookbenjamin@hotmail.com,82.3.174.184,(287)694-5221x45370,False,37,zllwa6,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",fulfilled,wxb335un,wejtuspvr,37,False,False,card,Mastercard,Grand Credit Corporation
205,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",8fapmchbpcdesx94tnmb,cookbenjamin@hotmail.com,82.3.174.184,(287)694-5221x45370,False,14,znlrfn,"5936 Logan Forge Apt. 622
North Kevinshire, NV 15030-8421",fulfilled,hyknr1f4,wejtuspvr,14,False,False,card,Mastercard,Grand Credit Corporation
206,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",8fapmchbpcdesx94tnmb,cookbenjamin@hotmail.com,82.3.174.184,(287)694-5221x45370,False,49,rl4qc1,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",fulfilled,1qfz6ocd,wejtuspvr,49,False,False,card,Mastercard,Grand Credit Corporation
207,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",8fapmchbpcdesx94tnmb,cookbenjamin@hotmail.com,82.3.174.184,(287)694-5221x45370,False,43,6s4aem,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",fulfilled,mctz3wea,wejtuspvr,43,False,False,card,Mastercard,Grand Credit Corporation
208,"1292 Tricia Key Suite 062
Marthabury, KS 40445",znzp16ko7mtwjfxgrle4,joserowland@jones.com,152.211.139.83,698-954-1805,True,31,u5a84z,"702 Richard Dale Suite 484
New Paula, CT 56858-8909",fulfilled,yjfirs14,r2v5bgqxf,31,False,False,card,VISA 16 digit,Her Majesty Trust
209,"1292 Tricia Key Suite 062
Marthabury, KS 40445",znzp16ko7mtwjfxgrle4,joserowland@jones.com,152.211.139.83,698-954-1805,True,46,809d5o,"1292 Tricia Key Suite 062
Marthabury, KS 40445",fulfilled,hrzejsy4,f3l73qqm9,46,False,False,card,American Express,Grand Credit Corporation
210,"1292 Tricia Key Suite 062
Marthabury, KS 40445",znzp16ko7mtwjfxgrle4,joserowland@jones.com,152.211.139.83,698-954-1805,True,16,734b9q,"1292 Tricia Key Suite 062
Marthabury, KS 40445",fulfilled,6xtouwt2,f3l73qqm9,16,False,False,card,American Express,Grand Credit Corporation
211,"1292 Tricia Key Suite 062
Marthabury, KS 40445",znzp16ko7mtwjfxgrle4,joserowland@jones.com,152.211.139.83,698-954-1805,True,15,02x0ec,"15587 Rios Center
East Dawn, AR 22196",fulfilled,u2mtko2f,yym5xo9qi,15,False,False,card,Diners Club / Carte Blanche,Citizens First Banks
212,"258 Teresa Crescent Apt. 167
Rodriguezmouth, AS 13930",9gyjtadv75scvq723pow,pattersonphilip@yahoo.com,d1ca:57d4:7c58:8cd4:e100:99d8:3fd6:92f9,(425)200-2228,False,18,wg4ai4,"PSC 6562, Box 6787
APO AE 05203",failed,61k4wiml,6954oj7dx,18,False,False,paypal,JCB 16 digit,His Majesty Bank Corp.
213,"258 Teresa Crescent Apt. 167
Rodriguezmouth, AS 13930",9gyjtadv75scvq723pow,pattersonphilip@yahoo.com,d1ca:57d4:7c58:8cd4:e100:99d8:3fd6:92f9,(425)200-2228,False,16,dkwhx7,"258 Teresa Crescent Apt. 167
Rodriguezmouth, AS 13930",fulfilled,tuyrl147,6954oj7dx,16,False,False,paypal,JCB 16 digit,His Majesty Bank Corp.
214,"258 Teresa Crescent Apt. 167
Rodriguezmouth, AS 13930",9gyjtadv75scvq723pow,pattersonphilip@yahoo.com,d1ca:57d4:7c58:8cd4:e100:99d8:3fd6:92f9,(425)200-2228,False,39,5ref00,"PSC 0481, Box 8369
APO AP 33323-5409",pending,cattpxq6,6954oj7dx,39,False,False,paypal,JCB 16 digit,His Majesty Bank Corp.
215,"258 Teresa Crescent Apt. 167
Rodriguezmouth, AS 13930",9gyjtadv75scvq723pow,pattersonphilip@yahoo.com,d1ca:57d4:7c58:8cd4:e100:99d8:3fd6:92f9,(425)200-2228,False,37,4clclj,"968 Lisa Fall
Lake Arianashire, DC 66544-2874",fulfilled,kn2hi7mn,ujky4teqc,37,False,False,card,American Express,Grand Credit Corporation
216,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",e3prs7zh4ueieiwlkud7,hj8maoy@1jcfcxs7,769a:4538:2bd2:8213:85ed:ca71:1ea3:dcd9,03115487766,True,12,qfteet,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",failed,ixardum8,7b7gmp8al,12,False,False,card,VISA 16 digit,Citizens First Banks
217,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",e3prs7zh4ueieiwlkud7,hj8maoy@1jcfcxs7,769a:4538:2bd2:8213:85ed:ca71:1ea3:dcd9,03115487766,True,48,8a35qi,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",failed,01qy7cu0,7b7gmp8al,48,True,False,card,VISA 16 digit,Citizens First Banks
218,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",e3prs7zh4ueieiwlkud7,hj8maoy@1jcfcxs7,769a:4538:2bd2:8213:85ed:ca71:1ea3:dcd9,03115487766,True,48,8a35qi,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",failed,b2llml7i,7b7gmp8al,48,False,False,card,VISA 16 digit,Citizens First Banks
219,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",e3prs7zh4ueieiwlkud7,hj8maoy@1jcfcxs7,769a:4538:2bd2:8213:85ed:ca71:1ea3:dcd9,03115487766,True,41,sw4bii,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",fulfilled,cwqkwqg6,7b7gmp8al,41,False,False,card,VISA 16 digit,Citizens First Banks
220,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",e3prs7zh4ueieiwlkud7,hj8maoy@1jcfcxs7,769a:4538:2bd2:8213:85ed:ca71:1ea3:dcd9,03115487766,True,29,5xh1fc,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",fulfilled,ao9gm8ru,7b7gmp8al,29,False,False,card,VISA 16 digit,Citizens First Banks
221,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",e3prs7zh4ueieiwlkud7,hj8maoy@1jcfcxs7,769a:4538:2bd2:8213:85ed:ca71:1ea3:dcd9,03115487766,True,22,m6pkzg,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",fulfilled,eyudgsxk,pr3xs6kdy,22,False,False,paypal,VISA 13 digit,Fountain Financial Inc.
222,"445 Nicole Hollow
Carterton, FM 48532",m97tf30d9wpav4njjfbm,finleybrianna@yahoo.com,233.79.136.157,255-915-9059x3369,False,44,np9ggp,"445 Nicole Hollow
Carterton, FM 48532",fulfilled,gec3i717,l1qil6tjh,44,False,False,card,American Express,Bastion Banks
223,"445 Nicole Hollow
Carterton, FM 48532",m97tf30d9wpav4njjfbm,finleybrianna@yahoo.com,233.79.136.157,255-915-9059x3369,False,43,8zs126,"445 Nicole Hollow
Carterton, FM 48532",failed,e9cfoezm,l1qil6tjh,43,True,False,card,American Express,Bastion Banks
224,"445 Nicole Hollow
Carterton, FM 48532",m97tf30d9wpav4njjfbm,finleybrianna@yahoo.com,233.79.136.157,255-915-9059x3369,False,43,8zs126,"445 Nicole Hollow
Carterton, FM 48532",failed,vln8ddqj,l1qil6tjh,43,True,False,card,American Express,Bastion Banks
225,"445 Nicole Hollow
Carterton, FM 48532",m97tf30d9wpav4njjfbm,finleybrianna@yahoo.com,233.79.136.157,255-915-9059x3369,False,41,9416gf,"445 Nicole Hollow
Carterton, FM 48532",fulfilled,20fwt83g,l1qil6tjh,41,False,False,card,American Express,Bastion Banks
226,"445 Nicole Hollow
Carterton, FM 48532",m97tf30d9wpav4njjfbm,finleybrianna@yahoo.com,233.79.136.157,255-915-9059x3369,False,16,6avmqe,"445 Nicole Hollow
Carterton, FM 48532",fulfilled,ybvvmxmd,l1qil6tjh,16,True,False,card,American Express,Bastion Banks
227,"445 Nicole Hollow
Carterton, FM 48532",m97tf30d9wpav4njjfbm,finleybrianna@yahoo.com,233.79.136.157,255-915-9059x3369,False,16,6avmqe,"445 Nicole Hollow
Carterton, FM 48532",fulfilled,203fxp7y,l1qil6tjh,16,True,False,card,American Express,Bastion Banks
228,"445 Nicole Hollow
Carterton, FM 48532",m97tf30d9wpav4njjfbm,finleybrianna@yahoo.com,233.79.136.157,255-915-9059x3369,False,16,6avmqe,"445 Nicole Hollow
Carterton, FM 48532",fulfilled,7sajyzm4,l1qil6tjh,16,False,False,card,American Express,Bastion Banks
229,"398 Latasha Canyon
Kathyland, LA 36717-2161",ewc3gyloi1ing9o64jpt,suzanne21@gmail.com,4834:7ccb:15de:9123:5658:42c3:cc50:79f,1-043-962-2576,True,37,l4hhqu,"398 Latasha Canyon
Kathyland, LA 36717-2161",failed,hpcgclef,6ke43eyg9,37,False,False,card,Voyager,r
230,"398 Latasha Canyon
Kathyland, LA 36717-2161",ewc3gyloi1ing9o64jpt,suzanne21@gmail.com,4834:7ccb:15de:9123:5658:42c3:cc50:79f,1-043-962-2576,True,31,z2x7az,"94922 Robert Park
Kellyhaven, OK 36922-3583",fulfilled,vdwjlp18,6ke43eyg9,31,True,False,card,Voyager,r
231,"398 Latasha Canyon
Kathyland, LA 36717-2161",ewc3gyloi1ing9o64jpt,suzanne21@gmail.com,4834:7ccb:15de:9123:5658:42c3:cc50:79f,1-043-962-2576,True,31,z2x7az,"94922 Robert Park
Kellyhaven, OK 36922-3583",fulfilled,5mub2d51,6ke43eyg9,31,False,False,card,Voyager,r
232,"398 Latasha Canyon
Kathyland, LA 36717-2161",ewc3gyloi1ing9o64jpt,suzanne21@gmail.com,4834:7ccb:15de:9123:5658:42c3:cc50:79f,1-043-962-2576,True,24,910715,"398 Latasha Canyon
Kathyland, LA 36717-2161",fulfilled,jreh2bkw,5i61lz4t2,24,True,False,bitcoin,Discover,B
233,"398 Latasha Canyon
Kathyland, LA 36717-2161",ewc3gyloi1ing9o64jpt,suzanne21@gmail.com,4834:7ccb:15de:9123:5658:42c3:cc50:79f,1-043-962-2576,True,24,910715,"398 Latasha Canyon
Kathyland, LA 36717-2161",fulfilled,95qmlxm7,5i61lz4t2,24,False,False,bitcoin,Discover,B
234,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",311kdz4c1210iixltk2j,johnlowery@gmail.com,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,04712252182,True,11,3ougge,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",fulfilled,qenelvvf,opyep1aoj,11,True,False,card,VISA 16 digit,Rose Bancshares
235,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",311kdz4c1210iixltk2j,johnlowery@gmail.com,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,04712252182,True,11,3ougge,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",fulfilled,w5wkltds,opyep1aoj,11,False,False,card,VISA 16 digit,Rose Bancshares
236,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",311kdz4c1210iixltk2j,johnlowery@gmail.com,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,04712252182,True,42,6p7c0x,"5015 Harrison Fields Suite 162
Sheppardfort, FL 39092",fulfilled,m0vig74t,opyep1aoj,42,False,False,card,VISA 16 digit,Rose Bancshares
237,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",311kdz4c1210iixltk2j,johnlowery@gmail.com,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,04712252182,True,37,dd8z28,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",fulfilled,ao66pcnh,opyep1aoj,37,False,False,card,VISA 16 digit,Rose Bancshares
238,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",311kdz4c1210iixltk2j,johnlowery@gmail.com,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,04712252182,True,30,0b6r24,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",fulfilled,h1zprjml,opyep1aoj,30,True,False,card,VISA 16 digit,Rose Bancshares
239,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",311kdz4c1210iixltk2j,johnlowery@gmail.com,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,04712252182,True,30,0b6r24,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",fulfilled,0ltw4chk,opyep1aoj,30,False,False,card,VISA 16 digit,Rose Bancshares
240,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",311kdz4c1210iixltk2j,johnlowery@gmail.com,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,04712252182,True,12,9eubwc,"62515 Holly Court
Lopezton, AR 45419-4146",fulfilled,aoyfjmwf,opyep1aoj,12,False,False,card,VISA 16 digit,Rose Bancshares
241,"73802 Aaron Field Apt. 622
Port Lisa, MO 01167",3wqhnieu6nbcis8x7h3j,kristaavery@lewis-baird.com,180.223.72.88,242.165.5396x07020,False,16,g54w0y,"1018 Johnny Vista Suite 429
North Daniel, CO 58465-5970",fulfilled,j8eo5x52,gcg213ko9,16,True,True,bitcoin,Discover,Bulwark Trust Corp.
242,"046 Carson Crescent
South Jacksonview, NV 22839-2652",c3r2qzqwc9anp6utob7n,cathy42@gibson.com,7493:ab04:47ff:3a14:67d6:a128:a5b6:1500,754.248.6239x43965,True,14,d5r0n3,"0378 Sanders View Suite 401
West Joanna, NC 12504",fulfilled,h469bpo6,d1nvhtt2q,14,False,False,card,Diners Club / Carte Blanche,Bulwark Trust Corp.
